h3,lat,lon,status,stored_lcoh_solar,stored_lcoh_wind,stored_lcoh_best,solar_lcoh,wind_lcoh,lcoh_delta_solar,lcoh_delta_wind,solar_cf,wind_cf,solar_c_electricityPv,solar_c_electricityWind,solar_c_electricityGrid,solar_c_electrolyzerCapex,solar_c_stackReplacements,solar_c_electrolyzerOpex,solar_c_water,wind_c_electricityPv,wind_c_electricityWind,wind_c_electricityGrid,wind_c_electrolyzerCapex,wind_c_stackReplacements,wind_c_electrolyzerOpex,wind_c_water,solar_util,wind_util,solar_ely_cf,wind_ely_cf,solar_flh,wind_flh,solar_operating_hours,wind_operating_hours,solar_stack_replacements,wind_stack_replacements,solar_curtail_frac,wind_curtail_frac,solar_lcoe_usd_mwh,wind_lcoe_usd_mwh,solar_lcoe_per_consumed,wind_lcoe_per_consumed,pv_provider,pv_dataset_version,pv_valid,pv_reasons,wind_provider,wind_dataset_version,wind_valid,wind_reasons,lcoh_wacc_2024,lcoh_optimal_2024,optimal_ratio,optimal_pv_share,engine_version
8368d8fffffffff,-1.0284,123.1429,ready,9.9320,48.1790,9.9320,9.9320,48.1785,0.000012,-0.000461,0.1753,0.0424,4.0510,0.0000,0.0000,5.0758,0.1529,0.6479,0.0045,0.0000,25.7936,0.0000,19.8473,0.0000,2.5332,0.0045,0.9000,0.9544,0.3155,0.0810,2764.1,709.8,4388.0,3317.0,1,0,0.1000,0.0456,60.87,409.39,67.64,428.93,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
83952bfffffffff,-4.1616,122.0533,ready,10.2910,,10.2910,10.2908,,-0.000223,,0.1638,,4.1974,0.0000,0.0000,5.2592,0.1584,0.6713,0.0045,,,,,,,,0.9293,,0.3045,,2667.7,,4378.0,,1,,0.0707,,65.13,,70.08,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt4a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
8368d5fffffffff,0.5363,120.6583,ready,10.2060,,10.2060,10.2057,,-0.000254,,0.1666,,4.1627,0.0000,0.0000,5.2157,0.1571,0.6657,0.0045,,,,,,,,0.9218,,0.3071,,2689.9,,4379.0,,1,,0.0782,,64.07,,69.51,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
839528fffffffff,-3.2892,121.3500,ready,10.9410,,10.9410,10.9412,,0.000167,,0.1523,,4.5326,0.0000,0.0000,5.6792,0.0000,0.7249,0.0045,,,,,,,,0.9295,,0.2832,,2480.5,,4377.0,,0,,0.0705,,70.06,,75.37,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
839505fffffffff,-4.4703,119.9486,ready,10.1990,41.1470,10.1990,10.1992,41.1468,0.000221,-0.000194,0.1674,0.0480,4.1600,0.0000,0.0000,5.2124,0.1570,0.6653,0.0045,0.0000,22.0286,0.0000,16.9502,0.0000,2.1635,0.0045,0.9178,0.9874,0.3073,0.0949,2691.6,831.1,4380.0,3923.0,1,0,0.0822,0.0126,63.75,361.71,69.46,366.33,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt4a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
839521fffffffff,-2.5835,119.6051,ready,11.3400,,11.3400,11.3404,,0.000420,,0.1452,,4.6981,0.0000,0.0000,5.8865,0.0000,0.7513,0.0045,,,,,,,,0.9410,,0.2732,,2393.1,,4377.0,,0,,0.0590,,73.52,,78.13,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
8368d2fffffffff,-1.5517,119.9537,ready,11.2790,,11.2790,11.2790,,-0.000026,,0.1449,,4.6726,0.0000,0.0000,5.8546,0.0000,0.7473,0.0045,,,,,,,,0.9480,,0.2747,,2406.1,,4379.0,,0,,0.0520,,73.67,,77.70,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt2a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
839513fffffffff,-8.4479,118.5747,ready,9.3360,63.8920,9.3360,9.3357,63.8915,-0.000256,-0.000489,0.1893,0.0312,3.8030,0.0000,0.0000,4.7650,0.1550,0.6082,0.0045,0.0000,34.2067,0.0000,26.3208,0.0000,3.3595,0.0045,0.8844,0.9788,0.3348,0.0611,2932.8,535.2,4379.0,3131.0,1,0,0.1156,0.0212,56.38,556.80,63.75,568.84,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt8a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
839512fffffffff,-8.5648,117.5647,ready,9.7290,25.5290,9.7290,9.7285,25.5287,-0.000498,-0.000260,0.1765,0.0842,3.9631,0.0000,0.0000,4.9656,0.1615,0.6338,0.0045,0.0000,13.6663,0.0000,10.5157,0.0000,1.3422,0.0045,0.9099,0.9086,0.3213,0.1529,2814.3,1339.6,4417.0,4357.0,1,0,0.0901,0.0914,60.45,206.49,66.43,227.26,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt9a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838d81fffffffff,-7.1935,111.5091,ready,10.1750,19.2100,10.1750,10.1747,19.2096,-0.000337,-0.000443,0.1687,0.1217,4.1500,0.0000,0.0000,5.1998,0.1566,0.6637,0.0045,0.0000,10.2829,0.0000,7.9123,0.0000,1.0099,0.0045,0.9129,0.8348,0.3080,0.2032,2698.1,1780.4,4297.0,4772.0,1,0,0.0871,0.1652,63.26,142.75,69.29,171.00,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt7a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838da2fffffffff,-8.2909,113.9251,ready,9.8100,13.6620,9.4970,9.8101,13.6616,0.000055,-0.000437,0.1748,0.1916,3.9963,0.0000,0.0000,5.0073,0.1629,0.6391,0.0045,0.0000,7.3123,0.0000,5.6266,0.0000,0.7182,0.0045,0.9114,0.7459,0.3186,0.2858,2790.9,2503.7,4279.0,5006.0,1,0,0.0886,0.2541,61.05,90.70,66.99,121.60,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt8a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838c14fffffffff,-7.3704,107.6287,ready,10.6410,96.6540,10.6410,10.6407,96.6539,-0.000277,-0.000051,0.1565,0.0207,4.4081,0.0000,0.0000,5.5232,0.0000,0.7050,0.0045,0.0000,51.7485,0.0000,39.8187,0.0000,5.0823,0.0045,0.9303,0.9757,0.2912,0.0404,2550.5,353.8,4418.0,1937.0,0,0,0.0697,0.0243,68.20,839.61,73.30,860.55,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt7a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838d85fffffffff,-7.9007,112.2151,ready,10.6750,11.5470,9.4700,10.6747,11.5471,-0.000278,0.000063,0.1560,0.2210,4.4222,0.0000,0.0000,5.5408,0.0000,0.7072,0.0045,0.0000,6.0920,0.0000,4.6876,0.1647,0.5983,0.0045,0.9302,0.7672,0.2902,0.3390,2542.4,2970.0,4257.0,5625.0,0,1,0.0698,0.2328,68.41,78.65,73.54,102.51,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt8a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838d8efffffffff,-6.4747,110.7949,ready,9.7420,18.3090,9.7420,9.7418,18.3092,-0.000239,0.000157,0.1798,0.1251,3.9685,0.0000,0.0000,4.9724,0.1618,0.6347,0.0045,0.0000,9.8008,0.0000,7.5413,0.0000,0.9625,0.0045,0.8921,0.8520,0.3208,0.2132,2810.5,1868.0,4346.0,5026.0,1,0,0.1079,0.1480,59.34,138.85,66.52,162.98,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt6a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838d89fffffffff,-7.0726,108.6912,ready,10.8140,27.5590,10.8140,10.8137,27.5590,-0.000309,-0.000021,0.1513,0.0770,4.4798,0.0000,0.0000,5.6130,0.0000,0.7164,0.0045,0.0000,14.7533,0.0000,11.3522,0.0000,1.4489,0.0045,0.9470,0.9193,0.2865,0.1417,2509.7,1240.9,4437.0,3498.0,0,0,0.0530,0.0807,70.54,225.55,74.50,245.34,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt7a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838d8cfffffffff,-7.4944,110.4697,ready,10.5520,23.8450,10.5520,10.5520,23.8449,0.000019,-0.000070,0.1589,0.0824,4.3713,0.0000,0.0000,5.4771,0.0000,0.6991,0.0045,0.0000,12.7648,0.0000,9.8220,0.0000,1.2536,0.0045,0.9239,0.9929,0.2936,0.1637,2572.0,1434.2,4350.0,6472.0,0,0,0.0761,0.0071,67.16,210.77,72.69,212.27,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt7a180-2014-2023/tmy-v1,true,"",nasa-power,nasa-power-2015-2024-hub120-generic-5.6MW/tmy-v1,true,"",,,,,0.1.0
838daafffffffff,-8.2034,111.1845,ready,10.6100,20.1560,10.6100,10.6095,20.1561,-0.000469,0.000125,0.1574,0.1044,4.3951,0.0000,0.0000,5.5070,0.0000,0.7029,0.0045,0.0000,10.7897,0.0000,8.3023,0.0000,1.0597,0.0045,0.9274,0.9280,0.2920,0.1937,2558.0,1696.8,4301.0,5178.0,0,0,0.0726,0.0720,67.78,166.51,73.09,179.43,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt8a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838c10fffffffff,-6.6358,106.8822,ready,10.7550,78.7660,10.7550,10.7545,78.7655,-0.000471,-0.000478,0.1547,0.0308,4.4552,0.0000,0.0000,5.5823,0.0000,0.7125,0.0045,0.0000,42.1706,0.0000,32.4488,0.0000,4.1416,0.0045,0.9313,0.8045,0.2881,0.0496,2523.5,434.1,4402.0,1530.0,0,0,0.0687,0.1955,69.00,564.14,74.09,701.28,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt7a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838c16fffffffff,-6.3393,107.9523,ready,10.2670,18.5930,10.2670,10.2672,18.5928,0.000216,-0.000211,0.1668,0.1198,4.1878,0.0000,0.0000,5.2472,0.1581,0.6697,0.0045,0.0000,9.9526,0.0000,7.6582,0.0000,0.9775,0.0045,0.9148,0.8761,0.3052,0.2100,2673.8,1839.5,4431.0,5129.0,1,0,0.0852,0.1239,63.97,145.01,69.92,165.51,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt6a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cabfffffffff,-3.3030,104.9218,ready,10.9430,31.0790,10.9430,10.9425,31.0785,-0.000456,-0.000471,0.1481,0.0640,4.5332,0.0000,0.0000,5.6799,0.0000,0.7250,0.0045,0.0000,16.6378,0.0000,12.8022,0.0000,1.6340,0.0045,0.9560,0.9820,0.2831,0.1256,2480.1,1100.4,4379.0,4970.0,0,0,0.0440,0.0180,72.06,271.71,75.38,276.68,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cf6fffffffff,-3.5955,103.8240,ready,10.5900,36.5870,10.5900,10.5904,36.5869,0.000390,-0.000070,0.1553,0.0543,4.3872,0.0000,0.0000,5.4971,0.0000,0.7016,0.0045,0.0000,19.5871,0.0000,15.0716,0.0000,1.9237,0.0045,0.9420,0.9822,0.2925,0.1067,2562.6,934.7,4376.0,4208.0,0,0,0.0580,0.0178,68.73,319.94,72.96,325.72,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt4a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cd3fffffffff,-0.4177,100.6595,ready,11.7940,,11.7940,11.7944,,0.000359,,0.1364,,4.8862,0.0000,0.0000,6.1223,0.0000,0.7814,0.0045,,,,,,,,0.9625,,0.2627,,2300.9,,4361.0,,0,,0.0375,,78.21,,81.25,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt0a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
838cf2fffffffff,-2.8125,103.0423,ready,10.5730,86.4110,10.5730,10.5732,86.4111,0.000250,0.000139,0.1543,0.0226,4.3801,0.0000,0.0000,5.4882,0.0000,0.7005,0.0045,0.0000,46.2642,0.0000,35.5987,0.0000,4.5437,0.0045,0.9496,0.9995,0.2930,0.0452,2566.8,395.7,4379.0,2992.0,0,0,0.0504,0.0005,69.17,768.98,72.84,769.35,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838c1afffffffff,-5.4284,104.2778,ready,10.5840,27.6760,10.5840,10.5843,27.6762,0.000271,0.000194,0.1558,0.0753,4.3847,0.0000,0.0000,5.4939,0.0000,0.7012,0.0045,0.0000,14.8161,0.0000,11.4005,0.0000,1.4551,0.0045,0.9396,0.9363,0.2927,0.1411,2564.1,1235.6,4377.0,4928.0,0,0,0.0604,0.0637,68.51,230.68,72.92,246.38,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt5a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
83650dfffffffff,3.1519,98.5394,ready,11.4200,29.4780,11.4200,11.4202,29.4776,0.000198,-0.000377,0.1426,0.0770,4.7311,0.0000,0.0000,5.9280,0.0000,0.7566,0.0045,0.0000,15.7806,0.0000,12.1427,0.0000,1.5498,0.0045,0.9513,0.8596,0.2713,0.1324,2376.4,1160.1,4423.0,3570.0,0,0,0.0487,0.1404,74.85,225.58,78.68,262.42,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a0-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
83652cfffffffff,0.6862,100.9782,ready,11.2100,,11.2100,11.2105,,0.000471,,0.1441,,4.6442,0.0000,0.0000,5.8191,0.0000,0.7427,0.0045,,,,,,,,0.9589,,0.2764,,2420.8,,4341.0,,0,,0.0411,,74.06,,77.23,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
838c8dfffffffff,-2.5204,104.1462,ready,10.7880,51.6930,10.7880,10.7883,51.6934,0.000348,0.000353,0.1508,0.0379,4.4693,0.0000,0.0000,5.5999,0.0000,0.7147,0.0045,0.0000,27.6755,0.0000,21.2953,0.0000,2.7180,0.0045,0.9521,0.9971,0.2872,0.0755,2515.6,661.5,4377.0,4297.0,0,0,0.0479,0.0029,70.76,458.92,74.32,460.23,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
836509fffffffff,3.9812,97.7159,ready,11.5530,,11.5530,11.5534,,0.000410,,0.1412,,4.7863,0.0000,0.0000,5.9971,0.0000,0.7654,0.0045,,,,,,,,0.9496,,0.2681,,2349.0,,4458.0,,0,,0.0504,,75.58,,79.59,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt4a0-2014-2023/tmy-v1,true,"",,,,"",13.0430,11.3610,2.50,1.000,0.1.0
836528fffffffff,1.5036,100.1708,ready,11.1200,55.1010,11.1200,11.1199,55.1012,-0.000076,0.000185,0.1450,0.0374,4.6067,0.0000,0.0000,5.7720,0.0000,0.7367,0.0045,0.0000,29.5001,0.0000,22.6993,0.0000,2.8972,0.0045,0.9604,0.9479,0.2786,0.0708,2440.6,620.6,4346.0,3232.0,0,0,0.0396,0.0521,73.58,465.03,76.61,490.57,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt2a0-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838c89fffffffff,-1.7296,103.3639,ready,11.0190,45.6350,11.0190,11.0192,45.6350,0.000171,-0.000020,0.1473,0.0429,4.5649,0.0000,0.0000,5.7197,0.0000,0.7300,0.0045,0.0000,24.4317,0.0000,18.7993,0.0000,2.3995,0.0045,0.9545,0.9977,0.2812,0.0855,2462.9,749.3,4378.0,4413.0,0,0,0.0455,0.0023,72.46,405.36,75.91,406.29,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt2a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cd4fffffffff,-2.0214,102.2542,ready,10.7150,62.4640,10.7150,10.7148,62.4639,-0.000163,-0.000109,0.1514,0.0313,4.4388,0.0000,0.0000,5.5617,0.0000,0.7099,0.0045,0.0000,33.4423,0.0000,25.7327,0.0000,3.2844,0.0045,0.9547,0.9995,0.2891,0.0625,2532.9,547.4,4377.0,4687.0,0,0,0.0453,0.0005,70.47,555.86,73.81,556.13,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt2a180-2014-2023/tmy-v1,true,"",nasa-power,nasa-power-2015-2024-hub120-generic-5.6MW/tmy-v1,true,"",,,,,0.1.0
838ca8fffffffff,-4.0766,105.6903,ready,10.3270,24.5220,10.3270,10.3265,24.5223,-0.000459,0.000263,0.1591,0.0810,4.2779,0.0000,0.0000,5.3600,0.0000,0.6841,0.0045,0.0000,13.1274,0.0000,10.1011,0.0000,1.2893,0.0045,0.9431,0.9824,0.3000,0.1592,2628.1,1394.6,4379.0,5586.0,0,0,0.0569,0.0176,67.09,214.45,71.14,218.30,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt4a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cf3fffffffff,-3.1043,101.9352,ready,11.0140,,11.0140,11.0137,,-0.000270,,0.1504,,4.5627,0.0000,0.0000,5.7169,0.0000,0.7297,0.0045,,,,,,,,0.9355,,0.2813,,2464.1,,4371.0,,0,,0.0645,,70.98,,75.87,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt3a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
838cd0fffffffff,-1.2229,101.4598,ready,11.5400,,11.5400,11.5396,,-0.000371,,0.1393,,4.7806,0.0000,0.0000,5.9900,0.0000,0.7645,0.0045,,,,,,,,0.9638,,0.2685,,2351.8,,4364.0,,0,,0.0362,,76.62,,79.50,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a180-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
83652dfffffffff,0.3936,99.8534,ready,11.5460,83.3960,11.5460,11.5461,83.3957,0.000110,-0.000308,0.1407,0.0248,4.7833,0.0000,0.0000,5.9933,0.0000,0.7650,0.0045,0.0000,44.6497,0.0000,34.3564,0.0000,4.3851,0.0045,0.9537,0.9423,0.2683,0.0468,2350.4,410.0,4357.0,2199.0,0,0,0.0463,0.0577,75.86,699.66,79.54,742.50,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt0a0-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
838cadfffffffff,-5.1351,105.3672,ready,10.7400,32.8260,10.7400,10.7404,32.8259,0.000354,-0.000082,0.1514,0.0621,4.4494,0.0000,0.0000,5.5749,0.0000,0.7116,0.0045,0.0000,17.5734,0.0000,13.5221,0.0000,1.7259,0.0045,0.9524,0.9581,0.2885,0.1189,2526.8,1041.8,4379.0,4457.0,0,0,0.0476,0.0419,70.47,279.98,73.99,292.24,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt5a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
836529fffffffff,1.2102,99.0418,ready,11.5460,63.2430,11.5460,11.5457,63.2426,-0.000299,-0.000386,0.1418,0.0309,4.7831,0.0000,0.0000,5.9931,0.0000,0.7649,0.0045,0.0000,33.8592,0.0000,26.0535,0.0000,3.3254,0.0045,0.9463,0.9974,0.2683,0.0617,2350.5,540.7,4364.0,4238.0,0,0,0.0537,0.0026,75.27,561.58,79.54,563.06,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",nasa-power,nasa-power-2015-2024-hub120-generic-5.6MW/tmy-v1,true,"",,,,,0.1.0
8368b0fffffffff,0.5711,112.0523,ready,11.2990,,11.2990,11.2993,,0.000260,,0.1425,,4.6810,0.0000,0.0000,5.8652,0.0000,0.7486,0.0045,,,,,,,,0.9623,,0.2742,,2401.8,,4370.0,,0,,0.0377,,74.91,,77.84,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
836898fffffffff,-2.2118,115.8841,ready,11.0640,32.3490,11.0640,11.0645,32.3495,0.000477,0.000499,0.1470,0.0636,4.5837,0.0000,0.0000,5.7432,0.0000,0.7330,0.0045,0.0000,17.3183,0.0000,13.3258,0.0000,1.7009,0.0045,0.9523,0.9490,0.2800,0.1207,2452.8,1057.1,4412.0,3825.0,0,0,0.0477,0.0510,72.59,273.32,76.22,288.00,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt2a180-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
8368b1fffffffff,0.8497,113.1039,ready,11.6010,,11.6010,11.6014,,0.000380,,0.1387,,4.8062,0.0000,0.0000,6.0220,0.0000,0.7686,0.0045,,,,,,,,0.9627,,0.2670,,2339.2,,4356.0,,0,,0.0373,,76.94,,79.92,,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",,,,"",,,,,0.1.0
83688cfffffffff,0.8403,116.8728,ready,11.0510,88.4650,11.0510,11.0508,88.4655,-0.000179,0.000487,0.1462,0.0221,4.5780,0.0000,0.0000,5.7361,0.0000,0.7321,0.0045,0.0000,47.3642,0.0000,36.4451,0.0000,4.6517,0.0045,0.9591,0.9998,0.2803,0.0441,2455.8,386.5,4376.0,2835.0,0,0,0.0409,0.0002,73.01,787.46,76.13,787.64,pvgis-seriescalc,pvgis-5.3-pvgis-era5-pv_fixed-tilt1a0-2014-2023/tmy-v1,true,"",open-meteo,om-era5-2015-2024-hub120-iec-class-III-5.6MW-airdensity/tmy-v1,true,"",,,,,0.1.0
